gl_account_id,ma_customer_key,fa_key,entity,effective_from,effective_to
ACC0769,CUS-000769,FA-000769,Global,2022-01-01,2099-12-31
ACC0770,CUS-000770,FA-000770,Global,2022-01-01,2099-12-31
ACC0771,CUS-000771,FA-000771,Global,2022-01-01,2099-12-31
ACC0772,CUS-000772,FA-000772,Global,2022-01-01,2099-12-31
ACC0773,CUS-000773,FA-000773,Global,2022-01-01,2099-12-31
ACC0774,CUS-000774,FA-000774,Global,2022-01-01,2099-12-31
ACC0775,CUS-000775,FA-000775,Global,2022-01-01,2099-12-31
ACC0776,CUS-000776,FA-000776,Global,2022-01-01,2099-12-31
ACC0777,CUS-000777,FA-000777,Global,2022-01-01,2099-12-31
ACC0778,CUS-000778,FA-000778,Global,2022-01-01,2099-12-31
ACC0779,CUS-000779,FA-000779,Global,2022-01-01,2099-12-31
ACC0780,CUS-000780,FA-000780,Global,2022-01-01,2099-12-31
ACC0781,CUS-000781,FA-000781,Global,2022-01-01,2099-12-31
ACC0782,CUS-000782,FA-000782,Global,2022-01-01,2099-12-31
ACC0783,CUS-000783,FA-000783,Global,2022-01-01,2099-12-31
ACC0784,CUS-000784,FA-000784,Global,2022-01-01,2099-12-31
ACC0785,CUS-000785,FA-000785,Global,2022-01-01,2099-12-31
ACC0786,CUS-000786,FA-000786,Global,2022-01-01,2099-12-31
ACC0787,CUS-000787,FA-000787,Global,2022-01-01,2099-12-31
ACC0788,CUS-000788,FA-000788,Global,2022-01-01,2099-12-31
ACC0789,CUS-000789,FA-000789,Global,2022-01-01,2099-12-31
ACC0790,CUS-000790,FA-000790,Global,2022-01-01,2099-12-31
ACC0791,CUS-000791,FA-000791,Global,2022-01-01,2099-12-31
ACC0792,CUS-000792,FA-000792,Global,2022-01-01,2099-12-31
ACC0793,CUS-000793,FA-000793,Global,2022-01-01,2099-12-31
ACC0794,CUS-000794,FA-000794,Global,2022-01-01,2099-12-31
ACC0795,CUS-000795,FA-000795,Global,2022-01-01,2099-12-31
ACC0796,CUS-000796,FA-000796,Global,2022-01-01,2099-12-31
ACC0797,CUS-000797,FA-000797,Global,2022-01-01,2099-12-31
ACC0798,CUS-000798,FA-000798,Global,2022-01-01,2099-12-31
ACC0799,CUS-000799,FA-000799,Global,2022-01-01,2099-12-31
ACC0800,CUS-000800,FA-000800,Global,2022-01-01,2099-12-31
ACC0801,CUS-000801,FA-000801,Global,2022-01-01,2099-12-31
ACC0802,CUS-000802,FA-000802,Global,2022-01-01,2099-12-31
ACC0803,CUS-000803,FA-000803,Global,2022-01-01,2099-12-31
ACC0804,CUS-000804,FA-000804,Global,2022-01-01,2099-12-31
ACC0805,CUS-000805,FA-000805,Global,2022-01-01,2099-12-31
ACC0806,CUS-000806,FA-000806,Global,2022-01-01,2099-12-31
ACC0807,CUS-000807,FA-000807,Global,2022-01-01,2099-12-31
ACC0808,CUS-000808,FA-000808,Global,2022-01-01,2099-12-31
ACC0809,CUS-000809,FA-000809,Global,2022-01-01,2099-12-31
ACC0810,CUS-000810,FA-000810,Global,2022-01-01,2099-12-31
ACC0811,CUS-000811,FA-000811,Global,2022-01-01,2099-12-31
ACC0812,CUS-000812,FA-000812,Global,2022-01-01,2099-12-31
ACC0813,CUS-000813,FA-000813,Global,2022-01-01,2099-12-31
ACC0814,CUS-000814,FA-000814,Global,2022-01-01,2099-12-31
ACC0815,CUS-000815,FA-000815,Global,2022-01-01,2099-12-31
ACC0816,CUS-000816,FA-000816,Global,2022-01-01,2099-12-31
ACC0817,CUS-000817,FA-000817,Global,2022-01-01,2099-12-31
ACC0818,CUS-000818,FA-000818,Global,2022-01-01,2099-12-31
ACC0819,CUS-000819,FA-000819,Global,2022-01-01,2099-12-31
ACC0820,CUS-000820,FA-000820,Global,2022-01-01,2099-12-31
ACC0821,CUS-000821,FA-000821,Global,2022-01-01,2099-12-31
ACC0822,CUS-000822,FA-000822,Global,2022-01-01,2099-12-31
ACC0823,CUS-000823,FA-000823,Global,2022-01-01,2099-12-31
ACC0824,CUS-000824,FA-000824,Global,2022-01-01,2099-12-31
ACC0825,CUS-000825,FA-000825,Global,2022-01-01,2099-12-31
ACC0826,CUS-000826,FA-000826,Global,2022-01-01,2099-12-31
ACC0827,CUS-000827,FA-000827,Global,2022-01-01,2099-12-31
ACC0828,CUS-000828,FA-000828,Global,2022-01-01,2099-12-31
ACC0829,CUS-000829,FA-000829,Global,2022-01-01,2099-12-31
ACC0830,CUS-000830,FA-000830,Global,2022-01-01,2099-12-31
ACC0831,CUS-000831,FA-000831,Global,2022-01-01,2099-12-31
ACC0832,CUS-000832,FA-000832,Global,2022-01-01,2099-12-31
ACC0833,CUS-000833,FA-000833,Global,2022-01-01,2099-12-31
ACC0834,CUS-000834,FA-000834,Global,2022-01-01,2099-12-31
ACC0835,CUS-000835,FA-000835,Global,2022-01-01,2099-12-31
ACC0836,CUS-000836,FA-000836,Global,2022-01-01,2099-12-31
ACC0837,CUS-000837,FA-000837,Global,2022-01-01,2099-12-31
ACC0838,CUS-000838,FA-000838,Global,2022-01-01,2099-12-31
ACC0839,CUS-000839,FA-000839,Global,2022-01-01,2099-12-31
ACC0840,CUS-000840,FA-000840,Global,2022-01-01,2099-12-31
ACC0841,CUS-000841,FA-000841,Global,2022-01-01,2099-12-31
ACC0842,CUS-000842,FA-000842,Global,2022-01-01,2099-12-31
ACC0843,CUS-000843,FA-000843,Global,2022-01-01,2099-12-31
ACC0844,CUS-000844,FA-000844,Global,2022-01-01,2099-12-31
ACC0845,CUS-000845,FA-000845,Global,2022-01-01,2099-12-31
ACC0846,CUS-000846,FA-000846,Global,2022-01-01,2099-12-31
ACC0847,CUS-000847,FA-000847,Global,2022-01-01,2099-12-31
ACC0848,CUS-000848,FA-000848,Global,2022-01-01,2099-12-31
ACC0849,CUS-000849,FA-000849,Global,2022-01-01,2099-12-31
ACC0850,CUS-000850,FA-000850,Global,2022-01-01,2099-12-31
ACC0851,CUS-000851,FA-000851,Global,2022-01-01,2099-12-31
ACC0852,CUS-000852,FA-000852,Global,2022-01-01,2099-12-31
ACC0853,CUS-000853,FA-000853,Global,2022-01-01,2099-12-31
ACC0854,CUS-000854,FA-000854,Global,2022-01-01,2099-12-31
ACC0855,CUS-000855,FA-000855,Global,2022-01-01,2099-12-31
ACC0856,CUS-000856,FA-000856,Global,2022-01-01,2099-12-31
ACC0857,CUS-000857,FA-000857,Global,2022-01-01,2099-12-31
ACC0858,CUS-000858,FA-000858,Global,2022-01-01,2099-12-31
ACC0859,CUS-000859,FA-000859,Global,2022-01-01,2099-12-31
ACC0860,CUS-000860,FA-000860,Global,2022-01-01,2099-12-31
ACC0861,CUS-000861,FA-000861,Global,2022-01-01,2099-12-31
ACC0862,CUS-000862,FA-000862,Global,2022-01-01,2099-12-31
ACC0863,CUS-000863,FA-000863,Global,2022-01-01,2099-12-31
ACC0864,CUS-000864,FA-000864,Global,2022-01-01,2099-12-31
ACC0865,CUS-000865,FA-000865,Global,2022-01-01,2099-12-31
ACC0866,CUS-000866,FA-000866,Global,2022-01-01,2099-12-31
ACC0867,CUS-000867,FA-000867,Global,2022-01-01,2099-12-31
ACC0868,CUS-000868,FA-000868,Global,2022-01-01,2099-12-31
ACC0869,CUS-000869,FA-000869,Global,2022-01-01,2099-12-31
ACC0870,CUS-000870,FA-000870,Global,2022-01-01,2099-12-31
ACC0871,CUS-000871,FA-000871,Global,2022-01-01,2099-12-31
ACC0872,CUS-000872,FA-000872,Global,2022-01-01,2099-12-31
ACC0873,CUS-000873,FA-000873,Global,2022-01-01,2099-12-31
ACC0874,CUS-000874,FA-000874,Global,2022-01-01,2099-12-31
ACC0875,CUS-000875,FA-000875,Global,2022-01-01,2099-12-31
ACC0876,CUS-000876,FA-000876,Global,2022-01-01,2099-12-31
ACC0877,CUS-000877,FA-000877,Global,2022-01-01,2099-12-31
ACC0878,CUS-000878,FA-000878,Global,2022-01-01,2099-12-31
ACC0879,CUS-000879,FA-000879,Global,2022-01-01,2099-12-31
ACC0880,CUS-000880,FA-000880,Global,2022-01-01,2099-12-31
ACC0881,CUS-000881,FA-000881,Global,2022-01-01,2099-12-31
ACC0882,CUS-000882,FA-000882,Global,2022-01-01,2099-12-31
ACC0883,CUS-000883,FA-000883,Global,2022-01-01,2099-12-31
ACC0884,CUS-000884,FA-000884,Global,2022-01-01,2099-12-31
ACC0885,CUS-000885,FA-000885,Global,2022-01-01,2099-12-31
ACC0886,CUS-000886,FA-000886,Global,2022-01-01,2099-12-31
ACC0887,CUS-000887,FA-000887,Global,2022-01-01,2099-12-31
ACC0888,CUS-000888,FA-000888,Global,2022-01-01,2099-12-31
ACC0889,CUS-000889,FA-000889,Global,2022-01-01,2099-12-31
ACC0890,CUS-000890,FA-000890,Global,2022-01-01,2099-12-31
ACC0891,CUS-000891,FA-000891,Global,2022-01-01,2099-12-31
ACC0892,CUS-000892,FA-000892,Global,2022-01-01,2099-12-31
ACC0893,CUS-000893,FA-000893,Global,2022-01-01,2099-12-31
ACC0894,CUS-000894,FA-000894,Global,2022-01-01,2099-12-31
ACC0895,CUS-000895,FA-000895,Global,2022-01-01,2099-12-31
ACC0896,CUS-000896,FA-000896,Global,2022-01-01,2099-12-31
ACC0897,CUS-000897,FA-000897,Global,2022-01-01,2099-12-31
ACC0898,CUS-000898,FA-000898,Global,2022-01-01,2099-12-31
ACC0899,CUS-000899,FA-000899,Global,2022-01-01,2099-12-31
ACC0900,CUS-000900,FA-000900,Global,2022-01-01,2099-12-31
ACC0901,CUS-000901,FA-000901,Global,2022-01-01,2099-12-31
ACC0902,CUS-000902,FA-000902,Global,2022-01-01,2099-12-31
ACC0903,CUS-000903,FA-000903,Global,2022-01-01,2099-12-31
ACC0904,CUS-000904,FA-000904,Global,2022-01-01,2099-12-31
ACC0905,CUS-000905,FA-000905,Global,2022-01-01,2099-12-31
ACC0906,CUS-000906,FA-000906,Global,2022-01-01,2099-12-31
ACC0907,CUS-000907,FA-000907,Global,2022-01-01,2099-12-31
ACC0908,CUS-000908,FA-000908,Global,2022-01-01,2099-12-31
ACC0909,CUS-000909,FA-000909,Global,2022-01-01,2099-12-31
ACC0910,CUS-000910,FA-000910,Global,2022-01-01,2099-12-31
ACC0911,CUS-000911,FA-000911,Global,2022-01-01,2099-12-31
ACC0912,CUS-000912,FA-000912,Global,2022-01-01,2099-12-31
ACC0913,CUS-000913,FA-000913,Global,2022-01-01,2099-12-31
ACC0914,CUS-000914,FA-000914,Global,2022-01-01,2099-12-31
ACC0915,CUS-000915,FA-000915,Global,2022-01-01,2099-12-31
ACC0916,CUS-000916,FA-000916,Global,2022-01-01,2099-12-31
ACC0917,CUS-000917,FA-000917,Global,2022-01-01,2099-12-31
ACC0918,CUS-000918,FA-000918,Global,2022-01-01,2099-12-31
ACC0919,CUS-000919,FA-000919,Global,2022-01-01,2099-12-31
ACC0920,CUS-000920,FA-000920,Global,2022-01-01,2099-12-31
ACC0921,CUS-000921,FA-000921,Global,2022-01-01,2099-12-31
ACC0922,CUS-000922,FA-000922,Global,2022-01-01,2099-12-31
ACC0923,CUS-000923,FA-000923,Global,2022-01-01,2099-12-31
ACC0924,CUS-000924,FA-000924,Global,2022-01-01,2099-12-31
ACC0925,CUS-000925,FA-000925,Global,2022-01-01,2099-12-31
ACC0926,CUS-000926,FA-000926,Global,2022-01-01,2099-12-31
ACC0927,CUS-000927,FA-000927,Global,2022-01-01,2099-12-31
ACC0928,CUS-000928,FA-000928,Global,2022-01-01,2099-12-31
ACC0929,CUS-000929,FA-000929,Global,2022-01-01,2099-12-31
ACC0930,CUS-000930,FA-000930,Global,2022-01-01,2099-12-31
ACC0931,CUS-000931,FA-000931,Global,2022-01-01,2099-12-31
ACC0932,CUS-000932,FA-000932,Global,2022-01-01,2099-12-31
ACC0933,CUS-000933,FA-000933,Global,2022-01-01,2099-12-31
ACC0934,CUS-000934,FA-000934,Global,2022-01-01,2099-12-31
ACC0935,CUS-000935,FA-000935,Global,2022-01-01,2099-12-31
ACC0936,CUS-000936,FA-000936,Global,2022-01-01,2099-12-31
ACC0937,CUS-000937,FA-000937,Global,2022-01-01,2099-12-31
ACC0938,CUS-000938,FA-000938,Global,2022-01-01,2099-12-31
ACC0939,CUS-000939,FA-000939,Global,2022-01-01,2099-12-31
ACC0940,CUS-000940,FA-000940,Global,2022-01-01,2099-12-31
ACC0941,CUS-000941,FA-000941,Global,2022-01-01,2099-12-31
ACC0942,CUS-000942,FA-000942,Global,2022-01-01,2099-12-31
ACC0943,CUS-000943,FA-000943,Global,2022-01-01,2099-12-31
ACC0944,CUS-000944,FA-000944,Global,2022-01-01,2099-12-31
ACC0945,CUS-000945,FA-000945,Global,2022-01-01,2099-12-31
ACC0946,CUS-000946,FA-000946,Global,2022-01-01,2099-12-31
ACC0947,CUS-000947,FA-000947,Global,2022-01-01,2099-12-31
ACC0948,CUS-000948,FA-000948,Global,2022-01-01,2099-12-31
ACC0949,CUS-000949,FA-000949,Global,2022-01-01,2099-12-31
ACC0950,CUS-000950,FA-000950,Global,2022-01-01,2099-12-31
ACC0951,CUS-000951,FA-000951,Global,2022-01-01,2099-12-31
ACC0952,CUS-000952,FA-000952,Global,2022-01-01,2099-12-31
ACC0953,CUS-000953,FA-000953,Global,2022-01-01,2099-12-31
ACC0954,CUS-000954,FA-000954,Global,2022-01-01,2099-12-31
ACC0955,CUS-000955,FA-000955,Global,2022-01-01,2099-12-31
ACC0956,CUS-000956,FA-000956,Global,2022-01-01,2099-12-31
ACC0957,CUS-000957,FA-000957,Global,2022-01-01,2099-12-31
ACC0958,CUS-000958,FA-000958,Global,2022-01-01,2099-12-31
ACC0959,CUS-000959,FA-000959,Global,2022-01-01,2099-12-31
ACC0960,CUS-000960,FA-000960,Global,2022-01-01,2099-12-31
ACC0961,CUS-000961,FA-000961,Global,2022-01-01,2099-12-31
ACC0962,CUS-000962,FA-000962,Global,2022-01-01,2099-12-31
ACC0963,CUS-000963,FA-000963,Global,2022-01-01,2099-12-31
ACC0964,CUS-000964,FA-000964,Global,2022-01-01,2099-12-31
ACC0965,CUS-000965,FA-000965,Global,2022-01-01,2099-12-31
ACC0966,CUS-000966,FA-000966,Global,2022-01-01,2099-12-31
ACC0967,CUS-000967,FA-000967,Global,2022-01-01,2099-12-31
ACC0968,CUS-000968,FA-000968,Global,2022-01-01,2099-12-31
ACC0969,CUS-000969,FA-000969,Global,2022-01-01,2099-12-31
ACC0970,CUS-000970,FA-000970,Global,2022-01-01,2099-12-31
ACC0971,CUS-000971,FA-000971,Global,2022-01-01,2099-12-31
ACC0972,CUS-000972,FA-000972,Global,2022-01-01,2099-12-31
ACC0973,CUS-000973,FA-000973,Global,2022-01-01,2099-12-31
ACC0974,CUS-000974,FA-000974,Global,2022-01-01,2099-12-31
ACC0975,CUS-000975,FA-000975,Global,2022-01-01,2099-12-31
ACC0976,CUS-000976,FA-000976,Global,2022-01-01,2099-12-31
ACC0977,CUS-000977,FA-000977,Global,2022-01-01,2099-12-31
ACC0978,CUS-000978,FA-000978,Global,2022-01-01,2099-12-31
ACC0979,CUS-000979,FA-000979,Global,2022-01-01,2099-12-31
ACC0980,CUS-000980,FA-000980,Global,2022-01-01,2099-12-31
ACC0981,CUS-000981,FA-000981,Global,2022-01-01,2099-12-31
ACC0982,CUS-000982,FA-000982,Global,2022-01-01,2099-12-31
ACC0983,CUS-000983,FA-000983,Global,2022-01-01,2099-12-31
ACC0984,CUS-000984,FA-000984,Global,2022-01-01,2099-12-31
ACC0985,CUS-000985,FA-000985,Global,2022-01-01,2099-12-31
ACC0986,CUS-000986,FA-000986,Global,2022-01-01,2099-12-31
ACC0987,CUS-000987,FA-000987,Global,2022-01-01,2099-12-31
ACC0988,CUS-000988,FA-000988,Global,2022-01-01,2099-12-31
ACC0989,CUS-000989,FA-000989,Global,2022-01-01,2099-12-31
ACC0990,CUS-000990,FA-000990,Global,2022-01-01,2099-12-31
ACC0991,CUS-000991,FA-000991,Global,2022-01-01,2099-12-31
ACC0992,CUS-000992,FA-000992,Global,2022-01-01,2099-12-31
ACC0993,CUS-000993,FA-000993,Global,2022-01-01,2099-12-31
ACC0994,CUS-000994,FA-000994,Global,2022-01-01,2099-12-31
ACC0995,CUS-000995,FA-000995,Global,2022-01-01,2099-12-31
ACC0996,CUS-000996,FA-000996,Global,2022-01-01,2099-12-31
ACC0997,CUS-000997,FA-000997,Global,2022-01-01,2099-12-31
ACC0998,CUS-000998,FA-000998,Global,2022-01-01,2099-12-31
ACC0999,CUS-000999,FA-000999,Global,2022-01-01,2099-12-31
ACC1000,CUS-001000,FA-001000,Global,2022-01-01,2099-12-31
ACC1001,CUS-001001,FA-001001,Global,2022-01-01,2099-12-31
ACC1002,CUS-001002,FA-001002,Global,2022-01-01,2099-12-31
ACC1003,CUS-001003,FA-001003,Global,2022-01-01,2099-12-31
ACC1004,CUS-001004,FA-001004,Global,2022-01-01,2099-12-31
ACC1005,CUS-001005,FA-001005,Global,2022-01-01,2099-12-31
ACC1006,CUS-001006,FA-001006,Global,2022-01-01,2099-12-31
ACC1007,CUS-001007,FA-001007,Global,2022-01-01,2099-12-31
ACC1008,CUS-001008,FA-001008,Global,2022-01-01,2099-12-31
ACC1009,CUS-001009,FA-001009,Global,2022-01-01,2099-12-31
ACC1010,CUS-001010,FA-001010,Global,2022-01-01,2099-12-31
ACC1011,CUS-001011,FA-001011,Global,2022-01-01,2099-12-31
ACC1012,CUS-001012,FA-001012,Global,2022-01-01,2099-12-31
ACC1013,CUS-001013,FA-001013,Global,2022-01-01,2099-12-31
ACC1014,CUS-001014,FA-001014,Global,2022-01-01,2099-12-31
ACC1015,CUS-001015,FA-001015,Global,2022-01-01,2099-12-31
ACC1016,CUS-001016,FA-001016,Global,2022-01-01,2099-12-31
ACC1017,CUS-001017,FA-001017,Global,2022-01-01,2099-12-31
ACC1018,CUS-001018,FA-001018,Global,2022-01-01,2099-12-31
ACC1019,CUS-001019,FA-001019,Global,2022-01-01,2099-12-31
ACC1020,CUS-001020,FA-001020,Global,2022-01-01,2099-12-31
ACC1021,CUS-001021,FA-001021,Global,2022-01-01,2099-12-31
ACC1022,CUS-001022,FA-001022,Global,2022-01-01,2099-12-31
ACC1023,CUS-001023,FA-001023,Global,2022-01-01,2099-12-31
ACC1024,CUS-001024,FA-001024,Global,2022-01-01,2099-12-31
ACC1025,CUS-001025,FA-001025,Global,2022-01-01,2099-12-31
ACC1026,CUS-001026,FA-001026,Global,2022-01-01,2099-12-31
ACC1027,CUS-001027,FA-001027,Global,2022-01-01,2099-12-31
ACC1028,CUS-001028,FA-001028,Global,2022-01-01,2099-12-31
ACC1029,CUS-001029,FA-001029,Global,2022-01-01,2099-12-31
ACC1030,CUS-001030,FA-001030,Global,2022-01-01,2099-12-31
ACC1031,CUS-001031,FA-001031,Global,2022-01-01,2099-12-31
ACC1032,CUS-001032,FA-001032,Global,2022-01-01,2099-12-31
ACC1033,CUS-001033,FA-001033,Global,2022-01-01,2099-12-31
ACC1034,CUS-001034,FA-001034,Global,2022-01-01,2099-12-31
ACC1035,CUS-001035,FA-001035,Global,2022-01-01,2099-12-31
ACC1036,CUS-001036,FA-001036,Global,2022-01-01,2099-12-31
ACC1037,CUS-001037,FA-001037,Global,2022-01-01,2099-12-31
ACC1038,CUS-001038,FA-001038,Global,2022-01-01,2099-12-31
ACC1039,CUS-001039,FA-001039,Global,2022-01-01,2099-12-31
ACC1040,CUS-001040,FA-001040,Global,2022-01-01,2099-12-31
ACC1041,CUS-001041,FA-001041,Global,2022-01-01,2099-12-31
ACC1042,CUS-001042,FA-001042,Global,2022-01-01,2099-12-31
ACC1043,CUS-001043,FA-001043,Global,2022-01-01,2099-12-31
ACC1044,CUS-001044,FA-001044,Global,2022-01-01,2099-12-31
ACC1045,CUS-001045,FA-001045,Global,2022-01-01,2099-12-31
ACC1046,CUS-001046,FA-001046,Global,2022-01-01,2099-12-31
ACC1047,CUS-001047,FA-001047,Global,2022-01-01,2099-12-31
ACC1048,CUS-001048,FA-001048,Global,2022-01-01,2099-12-31
ACC1049,CUS-001049,FA-001049,Global,2022-01-01,2099-12-31
ACC1050,CUS-001050,FA-001050,Global,2022-01-01,2099-12-31
ACC1051,CUS-001051,FA-001051,Global,2022-01-01,2099-12-31
ACC1052,CUS-001052,FA-001052,Global,2022-01-01,2099-12-31
ACC1053,CUS-001053,FA-001053,Global,2022-01-01,2099-12-31
ACC1054,CUS-001054,FA-001054,Global,2022-01-01,2099-12-31
ACC1055,CUS-001055,FA-001055,Global,2022-01-01,2099-12-31
ACC1056,CUS-001056,FA-001056,Global,2022-01-01,2099-12-31
ACC1057,CUS-001057,FA-001057,Global,2022-01-01,2099-12-31
ACC1058,CUS-001058,FA-001058,Global,2022-01-01,2099-12-31
ACC1059,CUS-001059,FA-001059,Global,2022-01-01,2099-12-31
ACC1060,CUS-001060,FA-001060,Global,2022-01-01,2099-12-31
ACC1061,CUS-001061,FA-001061,Global,2022-01-01,2099-12-31
ACC1062,CUS-001062,FA-001062,Global,2022-01-01,2099-12-31
ACC1063,CUS-001063,FA-001063,Global,2022-01-01,2099-12-31
ACC1064,CUS-001064,FA-001064,Global,2022-01-01,2099-12-31
ACC1065,CUS-001065,FA-001065,Global,2022-01-01,2099-12-31
ACC1066,CUS-001066,FA-001066,Global,2022-01-01,2099-12-31
ACC1067,CUS-001067,FA-001067,Global,2022-01-01,2099-12-31
ACC1068,CUS-001068,FA-001068,Global,2022-01-01,2099-12-31
ACC1069,CUS-001069,FA-001069,Global,2022-01-01,2099-12-31
ACC1070,CUS-001070,FA-001070,Global,2022-01-01,2099-12-31
ACC1071,CUS-001071,FA-001071,Global,2022-01-01,2099-12-31
ACC1072,CUS-001072,FA-001072,Global,2022-01-01,2099-12-31
ACC1073,CUS-001073,FA-001073,Global,2022-01-01,2099-12-31
ACC1074,CUS-001074,FA-001074,Global,2022-01-01,2099-12-31
ACC1075,CUS-001075,FA-001075,Global,2022-01-01,2099-12-31
ACC1076,CUS-001076,FA-001076,Global,2022-01-01,2099-12-31
ACC1077,CUS-001077,FA-001077,Global,2022-01-01,2099-12-31
ACC1078,CUS-001078,FA-001078,Global,2022-01-01,2099-12-31
ACC1079,CUS-001079,FA-001079,Global,2022-01-01,2099-12-31
ACC1080,CUS-001080,FA-001080,Global,2022-01-01,2099-12-31
ACC1081,CUS-001081,FA-001081,Global,2022-01-01,2099-12-31
ACC1082,CUS-001082,FA-001082,Global,2022-01-01,2099-12-31
ACC1083,CUS-001083,FA-001083,Global,2022-01-01,2099-12-31
ACC1084,CUS-001084,FA-001084,Global,2022-01-01,2099-12-31
ACC1085,CUS-001085,FA-001085,Global,2022-01-01,2099-12-31
ACC1086,CUS-001086,FA-001086,Global,2022-01-01,2099-12-31
ACC1087,CUS-001087,FA-001087,Global,2022-01-01,2099-12-31
ACC1088,CUS-001088,FA-001088,Global,2022-01-01,2099-12-31
ACC1089,CUS-001089,FA-001089,Global,2022-01-01,2099-12-31
ACC1090,CUS-001090,FA-001090,Global,2022-01-01,2099-12-31
ACC1091,CUS-001091,FA-001091,Global,2022-01-01,2099-12-31
ACC1092,CUS-001092,FA-001092,Global,2022-01-01,2099-12-31
ACC1093,CUS-001093,FA-001093,Global,2022-01-01,2099-12-31
ACC1094,CUS-001094,FA-001094,Global,2022-01-01,2099-12-31
ACC1095,CUS-001095,FA-001095,Global,2022-01-01,2099-12-31
ACC1096,CUS-001096,FA-001096,Global,2022-01-01,2099-12-31
ACC1097,CUS-001097,FA-001097,Global,2022-01-01,2099-12-31
ACC1098,CUS-001098,FA-001098,Global,2022-01-01,2099-12-31
ACC1099,CUS-001099,FA-001099,Global,2022-01-01,2099-12-31
ACC1100,CUS-001100,FA-001100,Global,2022-01-01,2099-12-31
ACC1101,CUS-001101,FA-001101,Global,2022-01-01,2099-12-31
ACC1102,CUS-001102,FA-001102,Global,2022-01-01,2099-12-31
ACC1103,CUS-001103,FA-001103,Global,2022-01-01,2099-12-31
ACC1104,CUS-001104,FA-001104,Global,2022-01-01,2099-12-31
ACC1105,CUS-001105,FA-001105,Global,2022-01-01,2099-12-31
ACC1106,CUS-001106,FA-001106,Global,2022-01-01,2099-12-31
ACC1107,CUS-001107,FA-001107,Global,2022-01-01,2099-12-31
ACC1108,CUS-001108,FA-001108,Global,2022-01-01,2099-12-31
ACC1109,CUS-001109,FA-001109,Global,2022-01-01,2099-12-31
ACC1110,CUS-001110,FA-001110,Global,2022-01-01,2099-12-31
ACC1111,CUS-001111,FA-001111,Global,2022-01-01,2099-12-31
ACC1112,CUS-001112,FA-001112,Global,2022-01-01,2099-12-31
ACC1113,CUS-001113,FA-001113,Global,2022-01-01,2099-12-31
ACC1114,CUS-001114,FA-001114,Global,2022-01-01,2099-12-31
ACC1115,CUS-001115,FA-001115,Global,2022-01-01,2099-12-31
ACC1116,CUS-001116,FA-001116,Global,2022-01-01,2099-12-31
ACC1117,CUS-001117,FA-001117,Global,2022-01-01,2099-12-31
ACC1118,CUS-001118,FA-001118,Global,2022-01-01,2099-12-31
ACC1119,CUS-001119,FA-001119,Global,2022-01-01,2099-12-31
ACC1120,CUS-001120,FA-001120,Global,2022-01-01,2099-12-31
ACC1121,CUS-001121,FA-001121,Global,2022-01-01,2099-12-31
ACC1122,CUS-001122,FA-001122,Global,2022-01-01,2099-12-31
ACC1123,CUS-001123,FA-001123,Global,2022-01-01,2099-12-31
ACC1124,CUS-001124,FA-001124,Global,2022-01-01,2099-12-31
ACC1125,CUS-001125,FA-001125,Global,2022-01-01,2099-12-31
ACC1126,CUS-001126,FA-001126,Global,2022-01-01,2099-12-31
ACC1127,CUS-001127,FA-001127,Global,2022-01-01,2099-12-31
ACC1128,CUS-001128,FA-001128,Global,2022-01-01,2099-12-31
ACC1129,CUS-001129,FA-001129,Global,2022-01-01,2099-12-31
ACC1130,CUS-001130,FA-001130,Global,2022-01-01,2099-12-31
ACC1131,CUS-001131,FA-001131,Global,2022-01-01,2099-12-31
ACC1132,CUS-001132,FA-001132,Global,2022-01-01,2099-12-31
ACC1133,CUS-001133,FA-001133,Global,2022-01-01,2099-12-31
ACC1134,CUS-001134,FA-001134,Global,2022-01-01,2099-12-31
ACC1135,CUS-001135,FA-001135,Global,2022-01-01,2099-12-31
ACC1136,CUS-001136,FA-001136,Global,2022-01-01,2099-12-31
ACC1137,CUS-001137,FA-001137,Global,2022-01-01,2099-12-31
ACC1138,CUS-001138,FA-001138,Global,2022-01-01,2099-12-31
ACC1139,CUS-001139,FA-001139,Global,2022-01-01,2099-12-31
ACC1140,CUS-001140,FA-001140,Global,2022-01-01,2099-12-31
ACC1141,CUS-001141,FA-001141,Global,2022-01-01,2099-12-31
ACC1142,CUS-001142,FA-001142,Global,2022-01-01,2099-12-31
ACC1143,CUS-001143,FA-001143,Global,2022-01-01,2099-12-31
ACC1144,CUS-001144,FA-001144,Global,2022-01-01,2099-12-31
ACC1145,CUS-001145,FA-001145,Global,2022-01-01,2099-12-31
ACC1146,CUS-001146,FA-001146,Global,2022-01-01,2099-12-31
ACC1147,CUS-001147,FA-001147,Global,2022-01-01,2099-12-31
ACC1148,CUS-001148,FA-001148,Global,2022-01-01,2099-12-31
ACC1149,CUS-001149,FA-001149,Global,2022-01-01,2099-12-31
ACC1150,CUS-001150,FA-001150,Global,2022-01-01,2099-12-31
ACC1151,CUS-001151,FA-001151,Global,2022-01-01,2099-12-31
ACC1152,CUS-001152,FA-001152,Global,2022-01-01,2099-12-31
ACC1153,CUS-001153,FA-001153,Global,2022-01-01,2099-12-31
ACC1154,CUS-001154,FA-001154,Global,2022-01-01,2099-12-31
ACC1155,CUS-001155,FA-001155,Global,2022-01-01,2099-12-31
